id_condicao,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
1122,Céu Claro,Dupla,Curva;Retorno Regulamentado;Aclive,Sim,Crescente
1123,Nublado,Dupla,Interseção de Vias;Desvio Temporário;Em Obras;Reta,Sim,Decrescente
1124,Nublado,Simples,Desvio Temporário;Em Obras;Declive;Curva,Sim,Decrescente
1125,Chuva,Simples,Aclive;Reta,Não,Decrescente
1126,Chuva,Simples,Reta;Aclive;Em Obras,Não,Decrescente
1127,Céu Claro,Dupla,Retorno Regulamentado,Não,Crescente
1128,Céu Claro,Múltipla,Em Obras,Sim,Crescente
1129,Céu Claro,Dupla,Interseção de Vias,Não,Decrescente
1130,Nublado,Dupla,Curva;Em Obras,Não,Decrescente
1131,Céu Claro,Simples,Reta;Declive;Ponte,Não,Crescente
1132,Nevoeiro/Neblina,Dupla,Curva;Aclive,Não,Crescente
1133,Céu Claro,Múltipla,Reta;Aclive;Interseção de Vias,Sim,Crescente
1134,Sol,Simples,Retorno Regulamentado;Reta,Sim,Decrescente
1135,Sol,Dupla,Reta;Declive;Viaduto,Sim,Crescente
1136,Céu Claro,Simples,Curva;Retorno Regulamentado,Não,Crescente
1137,Nublado,Dupla,Aclive,Não,Decrescente
1138,Céu Claro,Dupla,Interseção de Vias;Rotatória;Retorno Regulamentado,Não,Decrescente
1139,Nevoeiro/Neblina,Dupla,Reta;Aclive;Em Obras,Não,Decrescente
1140,Garoa/Chuvisco,Dupla,Retorno Regulamentado;Reta,Não,Crescente
1141,Céu Claro,Simples,Declive;Curva;Ponte,Sim,Decrescente
1142,Garoa/Chuvisco,Simples,Aclive;Curva,Sim,Decrescente
1143,Chuva,Simples,Aclive;Interseção de Vias,Não,Crescente
1144,Céu Claro,Simples,Reta;Interseção de Vias;Em Obras,Sim,Decrescente
1145,Céu Claro,Simples,Retorno Regulamentado;Reta,Não,Decrescente
1146,Céu Claro,Simples,Reta;Em Obras,Sim,Decrescente
1147,Ignorado,Dupla,Reta;Ponte,Não,Crescente
1148,Céu Claro,Simples,Reta;Em Obras;Aclive,Não,Crescente
1149,Nevoeiro/Neblina,Simples,Curva;Declive,Não,Decrescente
1150,Céu Claro,Simples,Curva;Declive;Em Obras,Não,Decrescente
1151,Céu Claro,Dupla,Ponte;Reta,Não,Decrescente
1152,Céu Claro,Simples,Interseção de Vias;Em Obras,Sim,Crescente
1153,Céu Claro,Múltipla,Reta;Aclive;Interseção de Vias,Não,Crescente
1154,Nublado,Dupla,Reta;Interseção de Vias,Não,Decrescente
1155,Nublado,Dupla,Reta;Em Obras;Desvio Temporário,Sim,Decrescente
1156,Nublado,Simples,Reta;Aclive,Sim,Crescente
1157,Céu Claro,Simples,Aclive;Interseção de Vias,Não,Decrescente
1158,Nevoeiro/Neblina,Múltipla,Viaduto;Reta,Sim,Decrescente
1159,Nevoeiro/Neblina,Simples,Rotatória,Não,Crescente
1160,Céu Claro,Simples,Declive;Curva,Sim,Decrescente
1161,Ignorado,Dupla,Declive;Reta,Não,Decrescente
1162,Chuva,Simples,Ponte;Reta,Sim,Crescente
1163,Céu Claro,Dupla,Interseção de Vias;Reta;Rotatória,Não,Decrescente
1164,Céu Claro,Dupla,Viaduto;Declive,Sim,Crescente
1165,Céu Claro,Dupla,Reta;Interseção de Vias;Em Obras,Sim,Decrescente
1166,Vento,Simples,Reta,Não,Decrescente
1167,Garoa/Chuvisco,Simples,Interseção de Vias,Não,Crescente
1168,Céu Claro,Múltipla,Reta;Aclive;Viaduto,Sim,Decrescente
1169,Céu Claro,Simples,Rotatória;Reta,Não,Crescente
1170,Garoa/Chuvisco,Dupla,Reta;Interseção de Vias,Não,Decrescente
1171,Nublado,Dupla,Reta;Interseção de Vias,Não,Crescente
1172,Chuva,Dupla,Viaduto;Curva,Não,Crescente
1173,Nublado,Múltipla,Declive,Sim,Decrescente
1174,Céu Claro,Simples,Desvio Temporário;Em Obras;Aclive;Curva,Não,Decrescente
1175,Garoa/Chuvisco,Simples,Declive;Curva,Não,Crescente
1176,Céu Claro,Simples,Ponte;Reta,Sim,Decrescente
1177,Chuva,Simples,Reta;Interseção de Vias,Não,Crescente
1178,Nublado,Simples,Aclive;Curva;Retorno Regulamentado,Não,Decrescente
1179,Céu Claro,Dupla,Curva;Retorno Regulamentado;Aclive,Sim,Decrescente
1180,Céu Claro,Dupla,Em Obras,Sim,Decrescente
1181,Céu Claro,Simples,Curva;Declive;Em Obras,Não,Crescente
1182,Céu Claro,Múltipla,Declive;Reta,Não,Decrescente
1183,Céu Claro,Dupla,Declive;Retorno Regulamentado,Sim,Crescente
1184,Nublado,Simples,Reta;Desvio Temporário,Sim,Crescente
1185,Céu Claro,Múltipla,Aclive;Reta,Sim,Decrescente
1186,Céu Claro,Dupla,Retorno Regulamentado;Reta;Declive,Sim,Decrescente
1187,Céu Claro,Simples,Retorno Regulamentado;Reta,Sim,Decrescente
1188,Chuva,Simples,Declive;Reta,Sim,Decrescente
1189,Céu Claro,Simples,Reta;Declive;Em Obras,Não,Crescente
1190,Céu Claro,Dupla,Reta;Declive;Em Obras,Não,Crescente
1191,Céu Claro,Múltipla,Interseção de Vias,Sim,Decrescente
1192,Céu Claro,Simples,Em Obras;Declive;Reta,Não,Decrescente
1193,Céu Claro,Múltipla,Declive;Curva,Não,Crescente
1194,Nublado,Múltipla,Ponte;Reta,Sim,Decrescente
1195,Céu Claro,Dupla,Retorno Regulamentado;Viaduto,Não,Decrescente
1196,Céu Claro,Dupla,Retorno Regulamentado;Viaduto,Sim,Decrescente
1197,Ignorado,Dupla,Declive,Não,Crescente
1198,Sol,Dupla,Reta;Aclive;Viaduto,Não,Crescente
1199,Nublado,Dupla,Reta;Aclive;Interseção de Vias,Não,Decrescente
1200,Céu Claro,Dupla,Declive;Interseção de Vias,Sim,Crescente
1201,Céu Claro,Dupla,Curva;Rotatória,Não,Crescente
1202,Céu Claro,Simples,Curva;Declive;Interseção de Vias;Viaduto,Não,Crescente
1203,Nevoeiro/Neblina,Simples,Reta,Sim,Decrescente
1204,Nublado,Dupla,Reta;Em Obras,Não,Decrescente
1205,Nublado,Dupla,Interseção de Vias;Declive;Curva,Não,Crescente
1206,Nublado,Simples,Declive;Curva,Sim,Crescente
1207,Céu Claro,Múltipla,Viaduto,Sim,Crescente
1208,Céu Claro,Simples,Curva;Ponte,Não,Decrescente
1209,Sol,Múltipla,Interseção de Vias,Sim,Decrescente
1210,Nevoeiro/Neblina,Simples,Interseção de Vias;Rotatória,Não,Crescente
1211,Céu Claro,Simples,Ponte,Sim,Crescente
1212,Nublado,Dupla,Aclive,Sim,Crescente
1213,Ignorado,Dupla,Aclive;Curva,Não,Crescente
1214,Chuva,Múltipla,Rotatória,Não,Crescente
1215,Céu Claro,Simples,Reta;Interseção de Vias;Retorno Regulamentado,Não,Crescente
1216,Céu Claro,Simples,Curva;Ponte,Não,Crescente
1217,Chuva,Simples,Viaduto;Interseção de Vias,Sim,Crescente
1218,Vento,Dupla,Reta;Aclive,Não,Decrescente
1219,Chuva,Dupla,Aclive,Sim,Crescente
1220,Céu Claro,Simples,Interseção de Vias;Rotatória;Declive;Curva,Não,Decrescente
1221,Chuva,Dupla,Interseção de Vias,Sim,Crescente
1222,Chuva,Dupla,Viaduto;Curva;Declive,Sim,Crescente
1223,Céu Claro,Dupla,Aclive;Curva,Sim,Crescente
1224,Nevoeiro/Neblina,Dupla,Curva,Não,Crescente
1225,Chuva,Dupla,Interseção de Vias;Reta,Sim,Crescente
1226,Nublado,Simples,Reta;Ponte,Sim,Decrescente
1227,Nublado,Múltipla,Reta;Interseção de Vias,Sim,Crescente
1228,Sol,Simples,Em Obras;Curva;Rotatória,Sim,Decrescente
1229,Céu Claro,Simples,Curva;Declive;Viaduto,Não,Crescente
1230,Chuva,Simples,Curva;Interseção de Vias;Em Obras,Não,Crescente
1231,Céu Claro,Dupla,Reta;Desvio Temporário;Declive,Não,Crescente
1232,Nublado,Simples,Rotatória;Reta,Não,Decrescente
1233,Nevoeiro/Neblina,Simples,Reta;Desvio Temporário;Em Obras,Sim,Crescente
1234,Nevoeiro/Neblina,Dupla,Aclive,Não,Crescente
1235,Nublado,Simples,Curva;Em Obras,Não,Crescente
1236,Nevoeiro/Neblina,Simples,Curva;Interseção de Vias;Viaduto,Sim,Crescente
1237,Chuva,Dupla,Interseção de Vias;Retorno Regulamentado,Sim,Decrescente
1238,Nublado,Múltipla,Reta;Declive,Sim,Decrescente
1239,Céu Claro,Dupla,Interseção de Vias;Aclive;Reta,Sim,Decrescente
1240,Ignorado,Simples,Reta;Declive,Não,Crescente
1241,Céu Claro,Simples,Ponte;Curva;Declive,Não,Decrescente
1242,Sol,Simples,Reta;Declive,Sim,Crescente
1243,Chuva,Simples,Reta;Interseção de Vias;Em Obras,Sim,Crescente
1244,Sol,Múltipla,Reta;Aclive,Não,Decrescente
1245,Sol,Simples,Em Obras;Declive;Reta;Rotatória,Não,Crescente
1246,Garoa/Chuvisco,Dupla,Interseção de Vias;Viaduto,Sim,Decrescente
1247,Céu Claro,Dupla,Curva;Em Obras,Não,Crescente
1248,Nublado,Múltipla,Desvio Temporário;Em Obras;Declive;Reta,Sim,Decrescente
1249,Céu Claro,Dupla,Interseção de Vias;Em Obras,Não,Decrescente
1250,Garoa/Chuvisco,Simples,Curva;Declive,Sim,Crescente
1251,Nublado,Múltipla,Reta;Interseção de Vias,Sim,Decrescente
1252,Nublado,Simples,Retorno Regulamentado;Interseção de Vias;Rotatória,Sim,Crescente
1253,Céu Claro,Múltipla,Reta;Interseção de Vias;Rotatória,Não,Decrescente
1254,Nublado,Múltipla,Curva,Não,Decrescente
1255,Nublado,Múltipla,Aclive,Sim,Decrescente
1256,Sol,Simples,Aclive;Curva,Não,Crescente
1257,Nublado,Dupla,Reta;Viaduto,Não,Crescente
1258,Chuva,Simples,Ponte;Reta,Sim,Decrescente
1259,Céu Claro,Simples,Rotatória;Aclive,Sim,Crescente
1260,Garoa/Chuvisco,Simples,Reta;Interseção de Vias,Sim,Decrescente
1261,Céu Claro,Dupla,Declive;Ponte;Reta,Não,Decrescente
1262,Nublado,Simples,Reta;Interseção de Vias,Sim,Não Informado
1263,Ignorado,Simples,Declive;Reta,Não,Crescente
1264,Sol,Múltipla,Em Obras;Reta,Sim,Decrescente
1265,Nublado,Dupla,Aclive;Viaduto;Curva,Não,Decrescente
1266,Céu Claro,Dupla,Reta;Ponte,Sim,Crescente
1267,Nevoeiro/Neblina,Simples,Aclive;Curva,Não,Decrescente
1268,Céu Claro,Simples,Retorno Regulamentado;Reta;Interseção de Vias,Sim,Decrescente
1269,Garoa/Chuvisco,Simples,Reta;Declive,Sim,Decrescente
1270,Nublado,Dupla,Curva;Declive;Viaduto,Não,Crescente
1271,Nevoeiro/Neblina,Simples,Em Obras;Desvio Temporário,Não,Crescente
1272,Sol,Simples,Curva;Ponte;Em Obras,Não,Crescente
1273,Nevoeiro/Neblina,Simples,Reta;Interseção de Vias,Não,Decrescente
1274,Nublado,Múltipla,Rotatória,Não,Decrescente
1275,Céu Claro,Dupla,Curva;Retorno Regulamentado,Não,Crescente
1276,Garoa/Chuvisco,Dupla,Retorno Regulamentado;Reta,Sim,Crescente
1277,Chuva,Múltipla,Declive;Reta,Não,Decrescente
1278,Céu Claro,Dupla,Desvio Temporário;Em Obras;Reta,Não,Crescente
1279,Céu Claro,Simples,Desvio Temporário;Em Obras;Curva,Não,Decrescente
1280,Garoa/Chuvisco,Dupla,Reta;Aclive,Sim,Crescente
1281,Nevoeiro/Neblina,Dupla,Declive;Reta,Sim,Decrescente
1282,Céu Claro,Simples,Curva;Declive;Em Obras,Sim,Crescente
1283,Chuva,Simples,Interseção de Vias;Rotatória;Retorno Regulamentado,Sim,Decrescente
1284,Nublado,Múltipla,Aclive;Reta,Sim,Crescente
1285,Céu Claro,Simples,Retorno Regulamentado,Não,Crescente
1286,Chuva,Múltipla,Reta;Interseção de Vias,Sim,Crescente
1287,Céu Claro,Dupla,Reta;Interseção de Vias;Retorno Regulamentado,Não,Decrescente
1288,Ignorado,Dupla,Aclive;Curva,Sim,Crescente
1289,Céu Claro,Simples,Ponte;Curva;Declive,Não,Crescente
1290,Céu Claro,Simples,Aclive;Curva;Rotatória,Não,Crescente
1291,Nublado,Dupla,Reta;Em Obras,Sim,Crescente
1292,Céu Claro,Simples,Aclive;Reta;Interseção de Vias,Não,Decrescente
1293,Nevoeiro/Neblina,Dupla,Reta;Retorno Regulamentado,Não,Decrescente
1294,Céu Claro,Simples,Interseção de Vias;Declive;Em Obras,Não,Crescente
1295,Nublado,Dupla,Viaduto;Declive;Curva,Sim,Crescente
1296,Nevoeiro/Neblina,Dupla,Reta;Aclive,Não,Crescente
1297,Chuva,Simples,Rotatória,Não,Decrescente
1298,Nevoeiro/Neblina,Dupla,Declive,Não,Crescente
1299,Céu Claro,Dupla,Em Obras,Não,Crescente
1300,Nublado,Simples,Em Obras;Curva,Não,Decrescente
1301,Nevoeiro/Neblina,Dupla,Curva;Declive,Não,Decrescente
1302,Céu Claro,Simples,Curva;Declive;Interseção de Vias,Não,Decrescente
1303,Nevoeiro/Neblina,Múltipla,Reta,Não,Crescente
1304,Céu Claro,Simples,Aclive;Curva,Sim,Crescente
1305,Sol,Dupla,Desvio Temporário;Em Obras;Aclive,Não,Crescente
1306,Céu Claro,Dupla,Curva;Declive;Retorno Regulamentado,Sim,Crescente
1307,Céu Claro,Simples,Em Obras;Curva,Não,Crescente
1308,Nublado,Dupla,Aclive,Não,Crescente
1309,Céu Claro,Dupla,Declive;Ponte,Não,Crescente
1310,Nevoeiro/Neblina,Dupla,Declive;Reta,Não,Crescente
1311,Céu Claro,Dupla,Declive;Retorno Regulamentado,Não,Decrescente
1312,Sol,Dupla,Rotatória,Sim,Crescente
1313,Céu Claro,Simples,Reta;Declive;Em Obras,Não,Decrescente
1314,Nevoeiro/Neblina,Simples,Declive,Não,Decrescente
1315,Céu Claro,Múltipla,Declive;Curva,Sim,Crescente
1316,Sol,Simples,Reta;Declive;Ponte,Não,Crescente
1317,Nevoeiro/Neblina,Múltipla,Reta,Sim,Decrescente
1318,Céu Claro,Dupla,Em Obras;Declive;Reta,Não,Crescente
1319,Sol,Dupla,Reta;Aclive;Interseção de Vias,Sim,Crescente
1320,Céu Claro,Dupla,Reta;Declive;Em Obras,Sim,Decrescente
1321,Sol,Dupla,Reta;Declive,Sim,Decrescente
1322,Céu Claro,Simples,Retorno Regulamentado;Reta;Interseção de Vias,Não,Decrescente
1323,Céu Claro,Dupla,Curva;Rotatória;Em Obras,Não,Crescente
1324,Sol,Dupla,Interseção de Vias;Declive;Curva,Não,Decrescente
1325,Céu Claro,Dupla,Viaduto;Interseção de Vias,Sim,Crescente
1326,Céu Claro,Dupla,Curva;Retorno Regulamentado,Sim,Decrescente
1327,Céu Claro,Múltipla,Aclive;Viaduto,Sim,Crescente
1328,Céu Claro,Dupla,Interseção de Vias;Curva,Não,Decrescente
1329,Nevoeiro/Neblina,Simples,Aclive,Não,Crescente
1330,Garoa/Chuvisco,Dupla,Reta;Aclive,Não,Crescente
1331,Nublado,Dupla,Reta;Desvio Temporário,Não,Decrescente
1332,Nublado,Simples,Declive;Reta,Sim,Crescente
1333,Chuva,Simples,Reta;Rotatória,Sim,Crescente
1334,Céu Claro,Dupla,Retorno Regulamentado;Curva,Não,Decrescente
1335,Céu Claro,Dupla,Aclive;Rotatória,Sim,Decrescente
1336,Céu Claro,Simples,Reta;Interseção de Vias;Rotatória,Não,Decrescente
1337,Chuva,Múltipla,Viaduto;Reta,Não,Decrescente
1338,Nublado,Múltipla,Em Obras;Aclive;Reta,Sim,Crescente
1339,Céu Claro,Múltipla,Reta;Aclive;Em Obras;Desvio Temporário,Sim,Crescente
1340,Sol,Simples,Reta;Interseção de Vias,Sim,Decrescente
1341,Céu Claro,Dupla,Ponte;Reta,Sim,Crescente
1342,Nublado,Dupla,Interseção de Vias,Não,Decrescente
1343,Nublado,Simples,Reta;Em Obras,Sim,Decrescente
1344,Ignorado,Dupla,Rotatória,Sim,Crescente
1345,Céu Claro,Múltipla,Reta;Aclive,Não,Crescente
1346,Céu Claro,Simples,Retorno Regulamentado,Não,Decrescente
1347,Sol,Dupla,Rotatória,Sim,Decrescente
1348,Ignorado,Dupla,Reta;Aclive,Sim,Crescente
1349,Céu Claro,Dupla,Declive;Em Obras;Curva,Não,Crescente
1350,Céu Claro,Dupla,Curva;Retorno Regulamentado,Não,Decrescente
1351,Chuva,Múltipla,Curva;Retorno Regulamentado,Sim,Decrescente
1352,Sol,Múltipla,Reta;Aclive,Sim,Decrescente
1353,Nublado,Múltipla,Em Obras,Sim,Crescente
1354,Nublado,Dupla,Interseção de Vias;Curva,Sim,Decrescente
1355,Céu Claro,Múltipla,Reta;Ponte,Sim,Crescente
1356,Céu Claro,Dupla,Reta;Em Obras;Declive,Não,Decrescente
1357,Céu Claro,Dupla,Curva;Interseção de Vias,Sim,Decrescente
1358,Sol,Múltipla,Reta;Aclive,Sim,Crescente
1359,Céu Claro,Dupla,Rotatória;Curva,Sim,Decrescente
1360,Céu Claro,Dupla,Desvio Temporário;Reta;Em Obras,Não,Crescente
1361,Céu Claro,Dupla,Rotatória,Não,Crescente
1362,Sol,Dupla,Interseção de Vias,Não,Crescente
1363,Céu Claro,Múltipla,Reta;Interseção de Vias;Aclive,Não,Decrescente
1364,Céu Claro,Dupla,Curva;Declive;Viaduto,Sim,Decrescente
1365,Céu Claro,Simples,Curva;Rotatória;Interseção de Vias;Declive,Não,Crescente
1366,Céu Claro,Simples,Ponte;Reta;Declive;Em Obras,Não,Decrescente
1367,Sol,Simples,Interseção de Vias,Não,Crescente
1368,Céu Claro,Múltipla,Desvio Temporário;Curva;Aclive,Não,Decrescente
1369,Céu Claro,Múltipla,Reta;Em Obras,Sim,Decrescente
1370,Nublado,Simples,Retorno Regulamentado,Sim,Crescente
1371,Céu Claro,Dupla,Interseção de Vias;Curva,Sim,Decrescente
1372,Céu Claro,Múltipla,Reta;Declive,Não,Decrescente
1373,Céu Claro,Simples,Em Obras,Sim,Crescente
1374,Céu Claro,Dupla,Reta;Interseção de Vias;Declive,Não,Crescente
1375,Chuva,Múltipla,Em Obras;Curva,Sim,Decrescente
1376,Sol,Simples,Reta;Aclive;Interseção de Vias;Rotatória,Não,Decrescente
1377,Sol,Múltipla,Curva,Sim,Crescente
1378,Céu Claro,Simples,Curva;Interseção de Vias;Declive,Não,Decrescente
1379,Céu Claro,Simples,Curva;Rotatória,Sim,Crescente
1380,Chuva,Simples,Aclive;Curva;Em Obras,Não,Decrescente
1381,Garoa/Chuvisco,Simples,Interseção de Vias;Rotatória,Sim,Crescente
1382,Chuva,Dupla,Ponte;Reta,Sim,Crescente
1383,Chuva,Simples,Interseção de Vias;Reta,Sim,Decrescente
1384,Nublado,Simples,Reta;Aclive;Em Obras,Não,Decrescente
1385,Nublado,Dupla,Declive;Curva,Sim,Decrescente
1386,Céu Claro,Simples,Interseção de Vias;Viaduto,Sim,Decrescente
1387,Nublado,Simples,Ponte;Curva,Não,Crescente
1388,Chuva,Dupla,Rotatória,Sim,Crescente
1389,Nublado,Simples,Ponte;Reta,Sim,Crescente
1390,Nublado,Dupla,Declive,Não,Crescente
1391,Ignorado,Dupla,Curva;Aclive,Não,Crescente
1392,Céu Claro,Dupla,Curva;Declive;Viaduto,Não,Crescente
1393,Nublado,Simples,Em Obras;Reta,Não,Crescente
1394,Céu Claro,Simples,Reta;Aclive;Interseção de Vias,Não,Crescente
1395,Nublado,Simples,Em Obras;Reta,Sim,Decrescente
1396,Sol,Simples,Retorno Regulamentado;Reta;Interseção de Vias,Sim,Decrescente
1397,Nublado,Simples,Curva;Declive;Em Obras,Não,Crescente
1398,Céu Claro,Múltipla,Reta;Em Obras;Rotatória,Sim,Crescente
1399,Nublado,Simples,Curva;Ponte,Não,Decrescente
1400,Céu Claro,Simples,Reta,Não,Não Informado
1401,Céu Claro,Simples,Reta;Desvio Temporário,Sim,Crescente
1402,Céu Claro,Dupla,Curva;Rotatória,Sim,Decrescente
1403,Nevoeiro/Neblina,Simples,Aclive,Não,Decrescente
1404,Céu Claro,Simples,Interseção de Vias;Em Obras;Reta;Ponte,Não,Crescente
1405,Nublado,Simples,Desvio Temporário;Declive;Reta,Não,Crescente
1406,Sol,Simples,Ponte;Curva,Não,Crescente
1407,Céu Claro,Dupla,Curva;Rotatória,Não,Decrescente
1408,Céu Claro,Simples,Interseção de Vias;Reta;Rotatória,Não,Decrescente
1409,Chuva,Simples,Rotatória,Sim,Decrescente
1410,Garoa/Chuvisco,Dupla,Reta;Aclive,Sim,Decrescente
1411,Céu Claro,Dupla,Declive;Interseção de Vias,Sim,Decrescente
1412,Nublado,Simples,Reta;Interseção de Vias,Não,Decrescente
1413,Chuva,Dupla,Retorno Regulamentado;Reta,Sim,Crescente
1414,Céu Claro,Dupla,Reta;Rotatória;Declive,Sim,Crescente
1415,Sol,Simples,Curva;Declive,Sim,Crescente
1416,Céu Claro,Dupla,Declive;Reta;Retorno Regulamentado,Não,Crescente
1417,Céu Claro,Dupla,Aclive;Retorno Regulamentado;Curva,Não,Crescente
1418,Céu Claro,Simples,Retorno Regulamentado;Rotatória;Reta,Sim,Decrescente
1419,Céu Claro,Simples,Curva;Declive,Sim,Decrescente
1420,Céu Claro,Dupla,Curva;Interseção de Vias;Rotatória,Sim,Crescente
1421,Sol,Dupla,Aclive;Reta,Sim,Crescente
1422,Céu Claro,Dupla,Viaduto;Declive;Reta,Sim,Crescente
1423,Nublado,Simples,Viaduto;Reta,Sim,Decrescente
1424,Garoa/Chuvisco,Simples,Declive,Não,Crescente
1425,Céu Claro,Múltipla,Aclive;Viaduto;Curva,Sim,Decrescente
1426,Nublado,Dupla,Declive;Retorno Regulamentado;Reta,Sim,Decrescente
1427,Céu Claro,Múltipla,Curva,Não,Decrescente
1428,Céu Claro,Dupla,Curva;Aclive,Sim,Crescente
1429,Céu Claro,Simples,Reta;Interseção de Vias;Declive,Sim,Crescente
1430,Nublado,Simples,Curva;Interseção de Vias;Declive,Não,Crescente
1431,Vento,Simples,Reta;Declive,Não,Crescente
1432,Céu Claro,Simples,Em Obras;Declive;Desvio Temporário,Não,Crescente
1433,Sol,Múltipla,Rotatória;Interseção de Vias,Sim,Decrescente
1434,Céu Claro,Simples,Reta;Interseção de Vias;Viaduto,Sim,Crescente
1435,Céu Claro,Múltipla,Declive;Em Obras,Sim,Decrescente
1436,Céu Claro,Dupla,Aclive;Viaduto,Não,Decrescente
1437,Ignorado,Simples,Ponte;Reta,Não,Decrescente
1438,Céu Claro,Dupla,Aclive;Em Obras;Reta,Sim,Decrescente
1439,Sol,Simples,Aclive;Reta,Sim,Decrescente
1440,Sol,Simples,Interseção de Vias;Reta,Sim,Crescente
1441,Sol,Simples,Retorno Regulamentado,Não,Crescente
1442,Céu Claro,Dupla,Interseção de Vias;Reta,Sim,Não Informado
1443,Nublado,Simples,Ponte;Reta,Não,Decrescente
1444,Céu Claro,Simples,Interseção de Vias;Reta;Ponte,Não,Crescente
1445,Céu Claro,Simples,Curva;Ponte;Declive,Sim,Decrescente
1446,Vento,Dupla,Reta;Declive,Sim,Crescente
1447,Garoa/Chuvisco,Simples,Curva;Em Obras,Não,Crescente
1448,Chuva,Dupla,Rotatória,Não,Decrescente
1449,Ignorado,Dupla,Aclive;Reta,Não,Decrescente
1450,Garoa/Chuvisco,Dupla,Declive,Não,Decrescente
1451,Céu Claro,Múltipla,Rotatória,Sim,Crescente
1452,Nublado,Múltipla,Em Obras;Reta,Sim,Crescente
1453,Ignorado,Simples,Em Obras;Reta,Não,Decrescente
1454,Chuva,Simples,Interseção de Vias,Não,Decrescente
1455,Céu Claro,Dupla,Aclive;Viaduto;Interseção de Vias,Sim,Decrescente
1456,Céu Claro,Dupla,Curva;Em Obras,Não,Decrescente
1457,Nevoeiro/Neblina,Simples,Reta;Declive,Não,Crescente
1458,Céu Claro,Dupla,Rotatória;Viaduto,Não,Decrescente
1459,Céu Claro,Múltipla,Reta;Viaduto,Não,Crescente
1460,Céu Claro,Simples,Viaduto;Curva;Interseção de Vias,Não,Crescente
1461,Sol,Múltipla,Aclive;Reta,Não,Crescente
1462,Sol,Simples,Interseção de Vias;Reta,Não,Crescente
1463,Chuva,Simples,Interseção de Vias;Viaduto,Sim,Decrescente
1464,Céu Claro,Dupla,Reta;Viaduto;Declive,Não,Decrescente
1465,Garoa/Chuvisco,Simples,Interseção de Vias;Rotatória;Reta,Sim,Crescente
1466,Céu Claro,Dupla,Aclive;Curva;Viaduto,Não,Crescente
1467,Céu Claro,Múltipla,Curva;Declive,Sim,Crescente
1468,Garoa/Chuvisco,Dupla,Reta;Interseção de Vias,Sim,Crescente
1469,Nublado,Simples,Curva;Rotatória;Viaduto,Sim,Decrescente
1470,Céu Claro,Múltipla,Reta;Viaduto;Aclive,Não,Decrescente
1471,Chuva,Dupla,Declive;Curva;Retorno Regulamentado,Não,Decrescente
1472,Céu Claro,Múltipla,Declive;Interseção de Vias,Sim,Crescente
1473,Céu Claro,Simples,Declive;Curva;Ponte,Não,Decrescente
1474,Sol,Simples,Reta;Em Obras;Declive,Não,Crescente
1475,Céu Claro,Simples,Reta;Em Obras;Declive,Não,Crescente
1476,Céu Claro,Dupla,Rotatória;Declive,Não,Crescente
1477,Céu Claro,Múltipla,Reta;Aclive;Viaduto,Sim,Crescente
1478,Céu Claro,Dupla,Aclive;Reta;Em Obras,Sim,Crescente
1479,Ignorado,Dupla,Interseção de Vias;Retorno Regulamentado,Sim,Decrescente
1480,Céu Claro,Múltipla,Desvio Temporário;Em Obras;Reta,Sim,Crescente
1481,Ignorado,Dupla,Reta;Viaduto,Sim,Crescente
1482,Chuva,Dupla,Ponte;Curva;Aclive,Não,Decrescente
1483,Garoa/Chuvisco,Dupla,Declive;Curva,Não,Decrescente
1484,Céu Claro,Dupla,Curva;Retorno Regulamentado,Sim,Crescente
1485,Nublado,Simples,Retorno Regulamentado;Reta,Não,Decrescente
1486,Céu Claro,Simples,Reta;Declive;Ponte,Não,Decrescente
1487,Garoa/Chuvisco,Simples,Aclive;Curva,Não,Crescente
1488,Céu Claro,Simples,Declive;Rotatória,Não,Crescente
1489,Chuva,Simples,Reta;Retorno Regulamentado,Sim,Decrescente
1490,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias,Não,Crescente
1491,Garoa/Chuvisco,Simples,Reta;Retorno Regulamentado,Sim,Decrescente
1492,Chuva,Múltipla,Retorno Regulamentado,Não,Crescente
1493,Sol,Dupla,Curva;Interseção de Vias,Não,Crescente
1494,Sol,Dupla,Viaduto;Reta;Aclive,Não,Decrescente
1495,Chuva,Dupla,Rotatória,Sim,Decrescente
1496,Nevoeiro/Neblina,Dupla,Aclive;Reta,Não,Crescente
1497,Nublado,Simples,Declive;Interseção de Vias;Em Obras,Sim,Crescente
1498,Nublado,Simples,Reta;Retorno Regulamentado;Declive,Sim,Decrescente
1499,Sol,Dupla,Interseção de Vias,Não,Decrescente
1500,Céu Claro,Dupla,Interseção de Vias;Reta;Aclive,Sim,Crescente
1501,Nublado,Dupla,Interseção de Vias;Retorno Regulamentado,Não,Decrescente
1502,Vento,Múltipla,Reta,Sim,Crescente
1503,Nublado,Simples,Interseção de Vias;Declive,Não,Decrescente
1504,Céu Claro,Simples,Aclive;Curva,Sim,Decrescente
1505,Céu Claro,Dupla,Interseção de Vias;Viaduto;Rotatória,Sim,Decrescente
1506,Sol,Dupla,Reta;Ponte,Não,Decrescente
1507,Sol,Dupla,Curva;Retorno Regulamentado,Sim,Decrescente
1508,Garoa/Chuvisco,Simples,Interseção de Vias,Não,Decrescente
1509,Nublado,Dupla,Viaduto;Reta;Aclive,Sim,Crescente
